0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,gesture
46,74,53,64,60,53,72,42,77,33,38,38,57,29,66,29,70,40,39,39,55,24,68,31,68,42,41,40,57,25,68,31,68,40,46,42,59,31,68,31,68,39,0
46,85,55,75,61,61,66,48,68,38,42,53,46,38,53,33,61,33,38,53,46,34,55,31,64,33,38,53,46,35,55,33,63,33,40,53,46,42,55,36,62,35,0
27,70,37,64,46,55,53,48,57,40,33,40,39,25,51,29,55,37,29,40,40,25,51,31,57,40,29,40,40,29,50,33,53,40,31,44,38,35,46,36,52,40,0
35,71,44,68,55,59,64,52,71,46,46,44,52,31,64,31,68,41,42,42,55,27,64,31,70,42,42,42,55,29,64,35,68,42,44,44,53,35,60,37,64,42,0
49,79,57,70,63,59,72,48,77,38,44,50,48,35,55,31,72,35,38,49,49,29,64,33,72,35,39,49,49,31,64,33,70,31,42,50,48,35,57,31,64,31,0
51,77,57,68,62,57,66,48,66,39,53,46,57,33,61,38,61,42,49,48,53,31,57,39,58,44,44,49,46,31,53,38,53,44,40,53,39,40,46,37,50,42,0
31,84,40,73,46,57,55,44,59,31,9,49,,,53,27,59,20,12,50,,,50,29,57,24,16,51,36,35,48,31,55,26,22,53,33,40,,,,,0
39,75,48,68,57,55,,,68,46,31,44,44,27,60,27,62,29,31,44,46,27,61,29,70,44,33,47,48,31,61,34,68,44,36,51,48,40,59,41,66,48,0
36,79,45,70,52,59,59,49,64,40,31,46,41,33,49,31,61,39,27,46,42,29,53,29,62,38,29,48,42,29,53,31,60,38,33,51,42,36,50,33,60,39,0
42,72,51,63,57,53,64,44,72,37,38,42,49,31,57,31,66,35,37,42,50,29,61,31,68,35,38,44,51,33,61,33,66,37,42,47,51,38,59,37,65,37,0
42,75,51,66,55,54,64,44,68,33,37,44,47,29,55,28,64,27,35,44,47,27,59,27,70,31,36,46,48,29,59,29,68,31,40,50,48,37,57,31,64,31,0
47,81,57,73,63,61,66,48,70,36,44,50,53,37,62,33,70,24,40,46,51,33,62,29,70,25,40,44,46,31,60,29,66,25,42,44,46,31,53,29,60,27,0
44,78,50,70,55,58,59,49,63,42,37,48,44,33,53,33,57,33,36,48,46,33,55,33,62,40,38,49,46,34,57,36,61,42,42,51,49,40,57,40,62,42,0
50,75,57,65,59,54,64,44,68,33,33,46,42,31,51,27,63,36,35,46,44,27,55,27,64,36,38,46,46,29,59,31,63,35,44,48,51,33,59,31,64,34,0
48,79,54,68,57,55,64,44,65,31,31,48,35,29,50,24,62,29,29,49,34,29,51,25,60,33,31,51,35,31,49,29,57,37,33,53,38,40,46,36,55,38,0
44,72,53,66,61,57,68,48,75,40,42,44,50,31,60,29,68,39,40,44,51,27,63,29,72,38,40,44,51,29,63,31,70,38,42,46,51,35,60,35,66,39,0
37,66,42,59,51,50,59,42,64,37,35,36,49,29,57,31,59,35,37,36,51,28,58,31,61,36,40,38,53,31,59,33,61,37,44,42,55,33,59,33,62,36,0
23,79,37,68,50,57,62,48,70,40,38,39,53,26,62,31,70,40,33,35,54,22,65,29,70,39,35,36,55,24,64,31,68,38,38,40,53,27,62,31,68,40,0
33,79,46,73,55,62,,,,,42,46,49,31,59,29,,,35,42,51,25,64,26,77,37,35,44,51,27,63,27,70,36,42,44,50,32,61,29,68,36,0
49,89,53,75,53,63,,,,,31,59,37,40,49,35,55,37,31,60,38,40,51,37,63,40,35,62,42,44,55,42,65,44,40,65,49,52,57,48,66,48,0
55,77,59,64,57,46,58,37,60,29,31,55,33,33,40,29,48,27,31,55,34,31,44,27,51,27,33,55,37,33,48,31,57,31,38,53,42,38,50,33,59,31,0
33,79,42,68,50,53,58,42,62,29,,,,,57,29,55,29,,,29,18,44,18,53,31,22,40,29,18,44,18,53,31,25,44,33,27,44,25,,,0
25,66,35,59,44,49,53,40,58,31,25,33,36,16,49,18,57,31,24,33,36,14,50,20,59,31,23,35,33,18,48,22,55,31,26,38,35,27,46,27,55,33,0
33,70,44,66,,,68,42,68,33,31,36,44,27,62,31,63,42,29,36,51,22,61,31,62,46,31,38,46,23,58,33,59,46,33,42,44,31,55,37,57,46,0
31,72,42,64,50,53,57,39,62,27,25,38,36,24,51,24,55,35,24,39,35,20,51,25,55,37,26,39,38,22,51,27,55,36,29,40,40,27,49,29,53,35,0
33,79,42,66,46,53,53,39,57,31,22,44,33,25,42,22,50,24,20,44,33,25,45,23,57,26,22,45,35,27,46,25,57,27,27,48,35,35,44,29,53,29,0
40,79,46,68,49,57,53,44,53,34,24,51,27,35,40,31,51,34,25,50,29,29,38,29,51,33,27,48,31,31,42,29,49,33,31,46,35,33,42,29,49,33,0
33,79,44,68,49,55,57,42,63,31,20,44,29,29,49,29,63,29,20,44,33,24,47,23,59,27,24,46,35,26,48,25,58,29,29,47,40,33,49,29,59,29,0
50,79,57,68,59,55,64,42,66,37,42,46,42,33,57,31,64,39,36,47,44,27,61,29,64,40,38,46,46,27,59,31,63,38,42,46,50,31,59,31,64,38,0
51,85,57,68,59,55,63,44,61,35,29,55,37,37,50,31,57,46,29,55,35,33,51,31,57,46,33,57,36,35,51,38,55,47,38,57,40,40,50,39,55,48,0
40,79,48,73,57,62,65,49,70,39,31,46,40,29,55,29,72,38,29,48,42,26,59,29,68,35,31,50,44,29,59,29,68,35,35,55,48,38,58,36,68,39,0
42,85,53,74,59,57,66,49,73,36,31,51,47,33,61,31,70,44,33,53,47,31,62,31,70,40,35,55,49,35,62,33,70,44,42,59,53,42,61,40,70,46,0
44,83,,,,,70,47,76,38,31,46,51,25,63,27,75,38,33,48,49,27,64,29,77,37,37,51,51,29,64,31,73,37,42,55,53,38,64,35,73,38,0
53,85,57,71,57,57,64,44,68,35,31,52,42,31,53,29,57,29,33,53,42,31,55,29,63,34,37,53,46,33,57,31,66,36,44,55,52,40,59,36,66,37,0
50,85,50,64,51,53,,,,,39,44,53,25,,,,,40,46,55,23,72,25,,,42,50,55,24,70,27,,,48,53,59,33,70,29,81,33,0
31,42,,,77,55,72,53,75,46,,,77,29,73,38,72,44,,,77,29,76,37,72,44,,,75,29,75,37,72,42,50,29,66,31,72,38,72,42,0
39,76,50,68,60,55,70,44,72,29,27,39,,,61,18,,,31,40,44,18,61,20,,,35,44,44,18,61,20,70,31,40,48,50,27,60,28,66,38,0
44,64,53,55,59,44,68,36,75,33,35,29,52,12,66,16,70,20,37,29,53,13,68,18,75,29,40,31,55,16,70,25,74,31,44,34,59,24,68,27,74,33,0
38,79,40,68,46,55,,,,,33,42,55,33,66,29,77,40,35,42,55,27,70,29,81,40,38,44,57,27,70,31,78,42,42,46,59,34,68,36,76,42,0
42,83,51,75,59,64,68,53,75,44,37,50,48,33,63,33,70,44,35,51,48,31,64,35,71,44,36,53,47,36,62,38,68,46,40,57,48,44,59,42,66,46,0
44,83,53,70,57,57,66,44,64,33,31,44,40,31,55,29,61,44,29,46,39,24,57,29,61,44,29,48,40,24,55,31,57,46,33,51,42,33,53,34,57,46,0
48,81,57,70,62,57,65,42,64,29,29,50,31,31,,,,,28,52,31,31,,,,,29,53,33,31,48,29,,,31,55,39,39,50,35,,,0
57,77,63,65,63,55,68,38,68,25,33,49,40,27,55,24,57,22,33,51,40,28,55,23,,,38,53,46,35,55,27,,,42,57,47,37,55,29,68,29,0
36,44,42,73,55,64,65,53,73,44,44,44,55,29,68,33,75,44,41,40,55,25,68,34,76,44,41,39,55,25,68,35,75,44,42,40,57,31,66,34,72,44,0
33,38,,,,,81,42,81,40,55,20,70,25,74,33,77,37,51,18,68,24,72,33,76,38,48,18,63,22,68,31,68,37,44,23,57,22,61,29,66,31,0
46,83,57,73,64,59,72,46,79,38,42,48,53,34,65,35,72,42,38,48,52,29,68,36,73,44,39,49,53,31,66,35,72,42,42,51,55,36,64,35,72,42,0
46,81,53,68,55,55,,,57,26,24,48,35,27,50,29,61,44,26,48,35,25,59,33,62,40,31,47,38,27,53,29,61,42,37,46,48,33,57,36,61,44,0
24,40,,,51,55,62,42,66,31,,,36,11,63,27,68,29,,,37,11,64,23,70,29,,,40,18,55,18,66,29,29,31,40,20,53,22,65,31,0
33,73,42,64,49,53,57,42,64,33,27,40,37,29,46,26,59,28,24,40,37,22,49,23,60,27,25,41,38,24,50,25,59,27,29,44,40,31,48,27,57,27,0
22,66,,,,,,,,,29,31,51,14,63,24,,,33,33,50,16,64,25,68,38,35,38,53,26,64,33,66,40,38,42,53,28,64,33,66,46,0
,,44,70,52,59,63,46,70,34,,,26,23,59,33,54,33,25,42,27,20,42,20,57,35,24,44,27,20,42,24,55,33,23,46,31,29,42,27,53,33,0
34,75,44,66,51,57,59,46,61,38,33,42,42,31,54,31,55,42,31,42,44,27,55,31,57,44,31,42,44,29,55,33,57,42,35,44,44,33,53,35,55,42,0
16,63,31,59,42,53,52,46,59,39,33,37,44,27,53,31,59,29,31,33,44,22,55,26,62,31,31,33,46,23,55,27,61,31,31,35,46,29,53,29,57,29,0
31,64,40,57,51,48,61,40,68,32,37,33,47,18,61,21,62,31,35,29,50,14,61,23,63,33,34,31,49,16,59,25,59,34,35,33,46,20,55,27,57,33,0
39,85,38,70,,,,,61,29,18,46,33,29,57,40,,,22,46,35,26,59,36,55,41,27,48,37,27,53,35,55,42,35,49,44,31,53,33,55,42,0
,,,,55,68,68,57,76,46,,,,,70,41,74,44,,,,,65,40,70,42,,,,,62,36,66,42,,,,,,,,,0
29,75,,,,,65,37,68,33,28,35,48,24,60,31,64,42,29,37,48,24,61,31,66,40,31,42,50,31,60,36,66,42,33,46,49,34,59,38,64,44,0
24,83,33,81,42,72,53,63,59,55,31,57,42,42,55,42,59,53,27,53,42,36,57,42,62,53,27,53,44,38,55,44,60,53,29,55,44,44,53,46,57,54,0
49,70,57,59,62,46,68,35,72,27,41,36,48,20,59,20,68,29,38,37,48,20,62,18,72,27,40,38,49,21,62,20,68,29,44,41,51,27,61,24,68,29,0
,,40,70,40,48,,,64,29,29,41,50,23,59,33,59,38,29,42,55,29,61,38,57,46,35,44,55,31,66,46,61,50,42,46,61,38,68,48,60,57,0
36,79,49,66,,,,,66,61,,,59,20,74,40,75,44,33,33,66,29,74,42,68,59,33,40,64,33,70,48,66,59,33,46,57,44,63,53,57,59,0
44,84,53,72,,,,,,,33,44,48,22,66,23,68,25,35,48,49,23,66,25,77,33,39,51,51,27,66,31,77,37,44,55,57,40,68,38,77,40,0
,,,,70,44,75,37,79,31,,,,,62,20,70,35,36,37,51,16,64,20,70,35,39,37,52,16,65,24,70,33,44,36,54,25,64,26,70,33,0
53,79,60,66,66,51,68,39,68,29,40,48,46,33,59,31,63,44,37,49,44,29,59,31,64,42,37,49,46,31,58,33,63,44,40,51,48,35,57,35,62,44,0
40,77,49,68,57,57,65,50,70,46,39,42,53,27,64,29,70,44,40,42,55,27,68,33,70,46,42,46,57,31,68,37,70,44,48,48,59,35,67,38,70,44,0
46,77,55,66,59,55,63,42,64,31,35,49,33,31,40,29,59,38,33,49,33,31,46,29,57,31,31,49,34,31,44,31,55,31,33,51,36,36,44,31,50,31,0
53,76,61,65,68,44,68,38,70,29,38,47,46,33,62,29,66,42,37,48,46,27,61,31,68,42,38,48,47,29,59,31,64,44,42,50,47,36,57,37,62,44,0
59,81,60,66,50,55,44,44,46,37,,,66,35,65,28,64,22,,,35,29,55,27,61,31,31,53,35,31,55,29,59,33,33,55,38,35,46,31,57,35,0
46,81,53,72,61,59,70,46,76,36,34,44,42,31,57,22,68,36,33,46,40,24,57,24,68,35,34,48,42,25,57,25,66,35,38,52,44,33,55,31,66,35,0
48,81,55,70,59,57,59,42,64,33,27,53,35,33,50,27,64,34,27,53,36,31,51,27,62,27,29,54,38,33,51,29,63,29,35,55,44,40,53,33,64,33,0
44,85,53,74,61,59,68,46,73,41,36,46,44,27,59,26,68,42,35,47,46,25,61,27,70,39,38,49,46,27,61,29,68,40,42,51,53,36,62,35,70,42,0
31,73,42,68,53,61,64,55,72,46,35,42,48,31,66,44,64,33,34,42,49,31,59,31,70,39,35,46,50,33,59,33,66,34,38,49,48,40,57,35,63,33,0
50,77,59,68,66,57,76,48,81,39,46,44,63,36,72,40,73,50,46,44,64,33,74,42,73,50,48,44,64,34,72,44,72,51,52,48,64,40,70,44,70,51,0
33,79,44,72,53,63,64,55,71,47,33,48,44,35,66,40,68,42,31,48,46,31,64,38,68,44,33,49,47,33,61,39,64,44,37,51,44,39,53,37,60,44,0
40,73,50,66,59,55,70,46,77,40,50,42,62,29,70,29,79,34,46,38,62,24,74,29,81,36,46,39,64,25,74,29,79,35,49,42,63,31,72,29,78,35,0
42,73,53,66,61,57,71,46,77,36,46,42,57,29,66,27,77,35,40,40,57,23,70,29,77,34,42,38,57,24,68,27,74,34,46,40,59,29,66,27,74,35,0
29,72,42,68,53,58,66,51,77,46,33,33,59,29,72,44,79,46,34,33,59,24,73,33,81,40,37,35,61,27,72,32,81,40,41,38,61,31,70,31,77,40,0
33,79,,,55,29,66,29,75,31,33,40,66,51,75,40,83,38,33,42,,,75,37,83,35,35,44,,,74,36,79,35,39,48,,,,,73,31,0
29,74,42,72,55,61,68,55,79,48,38,40,59,31,70,42,79,47,38,44,59,31,72,37,81,46,40,48,59,35,72,38,79,46,42,53,59,42,68,44,77,48,0
23,55,36,57,51,53,55,38,51,25,18,26,35,20,44,27,46,33,16,27,36,20,44,27,49,31,16,29,35,22,42,29,46,33,18,33,31,29,40,33,44,35,0
46,78,53,68,57,54,61,42,65,31,39,44,53,31,57,31,60,31,34,44,44,29,52,29,59,31,31,44,29,29,49,29,53,31,29,48,31,33,40,29,49,31,0
46,64,49,55,50,44,50,31,42,18,25,44,20,31,40,29,40,22,21,48,20,27,35,22,40,22,22,48,22,27,34,22,40,23,24,48,31,33,40,29,46,31,0
37,76,48,68,57,55,64,46,68,42,33,42,46,25,61,31,62,44,33,42,46,24,61,31,64,44,35,44,48,27,60,33,62,44,40,46,48,33,57,36,61,44,0
26,70,39,63,,,,,,,24,38,40,23,53,24,55,25,25,38,42,22,55,26,63,33,29,40,44,25,57,31,65,35,33,44,48,31,59,35,66,36,0
26,62,36,55,48,44,55,40,61,38,36,28,53,16,64,23,70,33,34,26,53,18,64,25,66,36,33,27,53,20,61,29,62,38,35,31,49,26,55,31,59,38,0
29,70,42,64,54,55,66,49,75,46,40,33,59,22,70,29,74,46,39,33,59,23,70,33,77,42,40,36,59,27,70,35,75,44,42,40,58,35,68,39,75,46,0
46,77,53,66,55,51,59,38,61,25,24,44,35,25,55,25,62,23,27,44,35,22,48,16,61,20,31,42,37,22,48,16,57,16,37,40,40,23,47,16,57,16,0
44,74,50,62,53,51,60,40,64,31,35,38,42,22,51,22,55,24,34,38,44,20,53,23,61,33,36,39,44,22,57,27,61,33,42,40,51,29,57,31,62,33,0
35,83,48,73,58,59,64,48,66,37,28,46,40,31,51,29,57,29,29,47,42,28,55,29,64,38,31,47,44,29,57,31,64,40,37,48,49,36,59,36,63,40,0
23,66,37,60,46,50,55,39,59,27,25,33,60,27,55,24,52,20,,,,,53,20,,,,,,,46,14,,,24,33,33,16,44,14,,,0
31,72,44,64,53,50,62,38,64,27,24,38,59,26,61,31,57,38,23,40,58,25,59,33,57,39,26,42,53,24,55,33,53,40,31,46,49,25,53,33,51,38,0
39,74,49,65,55,51,62,38,66,24,,,57,18,60,26,59,31,,,55,16,58,27,60,31,,,51,18,55,27,57,31,33,38,46,20,53,27,55,31,0
25,64,39,59,51,51,62,44,68,35,37,29,51,22,60,29,60,40,35,29,53,18,61,31,59,42,36,31,53,20,61,29,60,40,38,34,52,25,59,29,59,40,0
33,85,44,75,55,63,70,52,79,44,35,50,66,29,70,35,74,39,33,49,64,29,68,37,73,42,31,51,57,29,64,36,68,40,29,55,38,37,57,35,62,37,0
,,53,66,68,40,68,38,72,27,29,42,33,22,51,18,62,35,29,44,35,20,52,20,62,34,31,46,36,22,51,22,60,35,35,51,40,31,53,29,61,36,0
46,77,53,66,55,53,62,33,66,26,24,47,38,27,50,26,,,25,48,35,24,,,,,27,48,37,25,51,25,61,31,33,47,40,29,51,26,62,31,0
36,81,44,70,47,57,55,44,61,35,35,48,34,35,53,33,60,33,29,48,35,29,50,29,59,33,29,48,37,31,49,29,55,33,33,48,33,38,42,31,49,31,0
18,55,33,51,50,45,64,46,68,42,40,22,63,16,70,27,70,42,38,14,64,16,70,29,73,40,38,16,61,21,70,31,70,40,40,20,59,24,66,33,68,40,0
27,68,39,62,49,53,61,46,66,39,35,34,51,22,62,29,63,37,33,35,51,22,62,31,63,42,35,36,53,25,61,37,61,44,38,39,53,33,60,39,61,44,0
34,77,46,68,55,57,66,46,68,40,25,40,44,25,60,34,61,47,24,40,44,25,59,34,63,48,25,44,45,27,55,38,60,49,27,49,42,35,53,39,59,48,0
38,70,50,66,60,55,70,46,76,35,36,36,68,26,66,31,62,44,36,39,68,25,68,37,63,44,38,42,66,26,65,35,61,44,42,46,53,27,62,33,61,44,0
42,70,53,57,,,59,31,59,20,24,38,38,27,53,26,,,24,40,38,18,53,26,57,40,26,42,39,22,53,33,55,42,31,44,42,29,52,33,55,42,0
38,74,48,64,57,53,64,34,68,26,31,40,42,18,55,23,60,33,31,42,40,18,55,25,61,36,31,42,38,24,53,29,59,38,33,44,41,33,51,33,59,38,0
49,72,57,61,57,47,61,35,62,29,34,44,35,31,47,22,53,22,31,45,39,25,51,23,60,27,33,46,40,27,53,27,59,31,37,46,44,33,52,31,59,31,0
34,73,46,68,55,55,68,42,70,31,31,38,44,18,60,22,62,31,29,39,44,16,59,24,62,42,33,40,46,20,59,33,60,44,38,44,48,29,59,35,59,46,0
27,79,37,70,47,59,64,42,68,35,29,40,44,22,53,27,61,40,26,40,42,22,55,29,61,40,27,40,40,27,53,31,60,42,29,46,40,35,51,35,59,42,0
25,79,37,70,49,61,60,53,68,44,35,46,46,35,55,35,64,40,33,44,48,31,59,35,66,42,33,46,48,33,59,36,64,40,35,48,46,38,55,37,64,42,0
33,70,44,61,53,51,64,42,71,33,34,33,48,21,61,27,63,37,31,33,49,20,61,29,63,42,33,35,49,23,59,35,62,42,35,39,49,31,57,36,61,44,0
31,75,44,70,55,62,62,55,63,46,37,47,44,33,59,31,62,46,33,44,46,25,59,31,65,46,33,44,46,28,57,33,62,46,36,46,46,35,57,39,61,46,0
39,66,48,57,51,48,55,37,57,33,25,39,34,25,49,29,53,35,25,38,37,20,51,28,53,35,28,38,38,20,51,27,55,31,33,37,42,24,50,26,55,31,0
20,57,35,59,48,55,61,50,74,44,33,27,50,23,64,29,65,44,31,28,55,18,66,31,66,44,31,31,51,23,62,33,62,44,33,35,50,25,60,33,61,44,0
38,76,46,68,52,57,59,47,63,38,37,48,42,34,48,31,59,36,33,47,42,31,53,31,61,35,33,47,42,31,53,31,59,36,37,48,44,37,51,35,59,37,0
40,77,51,74,63,64,72,53,81,42,51,44,57,29,70,31,87,44,48,44,57,29,79,37,86,42,45,44,58,29,75,37,81,44,44,46,61,36,70,39,77,42,0
35,81,44,70,53,58,62,48,68,37,38,42,42,29,53,25,68,27,31,42,42,22,55,24,68,27,31,42,42,26,55,24,64,26,31,46,44,29,53,25,63,25,0
31,53,,,,,61,31,72,29,,,38,29,,,,,,,,,,,,,,,,,,,,,,,38,29,,,,,0
35,81,,,,,,,,,22,46,65,26,72,31,75,37,25,49,64,26,72,33,77,37,29,53,63,29,70,33,76,38,33,57,49,42,61,39,72,42,0
44,88,42,75,42,61,,,,,25,52,40,31,55,29,57,27,29,53,42,33,57,31,72,34,33,55,44,35,57,33,72,37,40,57,49,48,64,46,70,40,0
46,88,55,77,59,63,68,50,68,40,46,53,57,38,61,42,63,47,41,53,44,35,57,42,59,49,37,55,44,37,51,42,55,48,34,57,35,44,44,42,51,46,0
48,83,,,,,,,,,23,57,31,34,,,,,25,57,33,33,42,29,,,31,59,36,35,50,33,,,38,59,42,42,51,33,59,31,0
50,86,44,72,,,,,64,25,24,57,33,27,48,25,55,26,28,57,38,29,57,29,61,31,33,59,40,31,59,35,68,40,42,61,48,38,59,36,68,42,0
44,77,57,68,70,57,75,41,83,27,59,16,70,29,72,36,70,42,55,15,68,29,68,38,68,44,50,18,63,31,63,40,62,46,42,22,55,31,55,40,57,46,0
40,85,50,76,59,63,66,52,74,44,42,47,49,31,64,31,76,42,39,48,49,29,66,31,79,42,40,49,51,31,66,33,77,42,44,52,53,40,64,38,73,44,0
29,83,40,78,50,68,61,63,66,57,35,48,49,33,61,40,64,42,35,48,51,35,63,42,70,53,35,50,52,38,64,46,68,55,38,53,51,44,60,49,64,57,0
31,81,42,74,,,,,,,31,42,68,57,73,51,77,47,33,44,52,27,66,31,77,44,35,48,53,27,66,35,73,42,38,53,53,38,64,37,70,42,0
38,73,51,66,57,57,68,42,74,33,33,40,46,25,61,24,65,36,33,42,47,22,61,27,66,38,35,44,47,25,60,27,66,38,40,46,51,33,61,35,66,38,0
31,75,42,68,55,57,62,48,64,42,27,34,42,16,57,22,61,26,27,36,42,18,57,24,68,38,28,42,41,23,57,31,64,39,31,46,44,34,54,37,62,44,0
